user_id,date,actions_performed,time_spent_minutes,documents_created,logins
user_3,2023-08-22,5,11.414615912099784,0,0
user_3,2023-07-06,0,7.363969548433376,1,0
user_3,2023-08-31,4,24.05373331638993,1,1
user_3,2023-07-03,5,12.233516783975471,0,1
user_3,2023-06-07,3,5.864860548110766,0,1
user_3,2023-07-26,12,2.9427828043907067,0,0
user_3,2023-07-31,6,24.459678531750196,1,1
user_3,2023-06-11,6,50.24277241448682,0,1
user_3,2023-07-01,3,15.602375780189746,1,0
user_3,2023-08-08,5,8.232125028886344,2,0
user_3,2023-06-20,5,22.20555055000745,2,1
user_3,2023-07-25,8,20.816253664320357,1,0
user_3,2023-08-09,2,20.678979392067806,0,3
user_3,2023-07-27,2,28.49452332726611,1,2
user_3,2023-07-05,6,15.565883010361931,1,1
user_3,2023-08-10,7,36.021793595753614,3,1
user_3,2023-08-27,2,8.224743547249563,2,3
user_3,2023-07-13,5,40.54358611535547,1,1
user_4,2023-08-24,6,14.913815874783957,0,0
user_4,2023-06-16,5,60.34206097879107,2,1
user_4,2023-08-20,3,7.392074746824166,1,3
user_4,2023-07-16,5,15.109067949477657,2,1
user_4,2023-08-29,8,5.649267926838387,3,0
user_4,2023-08-22,7,26.64928046989051,1,2
user_4,2023-06-17,4,19.309226029575903,0,3
user_4,2023-06-25,3,22.719991559169763,3,0
user_4,2023-06-13,3,10.115631560801164,0,0
user_4,2023-07-12,6,43.391596244548126,0,0
user_4,2023-06-09,4,16.706514287313368,1,0
user_4,2023-06-02,7,16.769696691113477,1,0
user_4,2023-07-15,7,33.27270242401649,0,1
user_4,2023-08-26,2,8.144267563383558,1,0
user_4,2023-08-08,3,35.73231312264098,1,0
user_4,2023-07-06,8,15.834691536418731,2,0
user_4,2023-08-15,8,57.57318697951453,0,0
user_4,2023-07-25,6,38.237663895334116,0,1
user_4,2023-08-01,5,12.86641770590315,1,1
user_4,2023-08-13,5,17.200531868423596,1,1
user_4,2023-08-16,1,6.787640129655511,1,1
user_4,2023-06-21,1,16.958385736519944,0,2
user_4,2023-06-15,2,24.77472664105303,1,0
user_4,2023-06-06,1,18.016511296308067,1,0
user_4,2023-07-28,7,45.72895123788221,0,0
user_4,2023-07-31,5,24.606483008416035,0,0
user_4,2023-07-29,5,17.342084075423173,1,1
user_4,2023-08-17,6,8.042790208328299,2,1
user_5,2023-08-08,5,60.813760481677036,4,1
user_5,2023-07-22,4,3.707587740302441,0,0
user_5,2023-08-11,8,17.09076270731391,3,2
user_5,2023-06-14,4,19.36926982776245,0,2
user_5,2023-07-19,5,21.570137519123254,1,0
user_5,2023-06-15,4,11.134695955271713,2,3
user_5,2023-07-09,5,43.506789554285234,0,2
user_5,2023-07-06,4,2.8626734622981846,0,2
user_5,2023-08-26,12,10.660803286674529,0,4
user_5,2023-07-30,6,24.65561731386297,1,2
user_5,2023-06-21,5,52.911955029655175,0,2
user_5,2023-07-21,3,17.187577997172593,3,1
user_5,2023-07-28,3,17.583407361837622,0,0
user_5,2023-08-28,4,9.696548070155869,0,1
user_5,2023-06-07,3,41.7569458965925,0,1
user_5,2023-07-12,3,36.28449458183772,0,1
user_5,2023-08-12,6,3.850349456864985,1,0
user_5,2023-07-01,4,9.604535583104495,0,0
user_5,2023-08-04,4,37.231330528823314,0,0
user_5,2023-08-06,6,33.47711212054325,0,2
user_5,2023-07-05,1,3.6847112617194138,2,0
user_5,2023-08-15,3,24.226209898404825,0,2
user_5,2023-06-10,3,50.99361925657438,0,1
user_5,2023-06-05,3,41.61889393492173,0,0
user_6,2023-07-01,8,34.540466680607224,0,4
user_6,2023-07-25,4,1.4924339559683504,0,0
user_6,2023-06-26,1,32.7050405285877,0,0
user_6,2023-07-17,1,31.557996418636915,0,0
user_6,2023-08-24,4,14.850937347943116,0,2
user_6,2023-08-22,6,10.124089116067195,2,0
user_6,2023-06-29,3,6.832938364749417,1,1
user_6,2023-06-20,2,26.56526117043733,1,1
user_6,2023-06-23,2,21.946850482167694,1,1
user_6,2023-08-10,4,22.21241460363901,2,0
user_6,2023-07-15,6,37.45609077654898,2,0
user_6,2023-06-25,3,11.088646730021958,2,0
user_6,2023-06-12,3,25.653846337375526,0,2
user_6,2023-06-27,7,26.869480927973484,4,2
user_6,2023-08-23,5,6.186079109253048,2,0
user_6,2023-08-28,6,8.449619675583552,0,2
user_6,2023-08-07,4,30.18959897529516,2,0
user_6,2023-07-12,3,5.281419382518554,0,1
user_6,2023-08-17,3,26.912111540411328,2,1
user_6,2023-08-09,7,13.171166846298771,1,0
user_6,2023-07-14,6,26.056519768199816,0,2
user_6,2023-07-05,9,40.38332114705397,2,1
user_6,2023-07-11,7,37.222587119911374,1,1
user_6,2023-08-20,6,36.81831865700844,1,1
user_6,2023-06-30,3,22.616753422887165,1,1
user_6,2023-08-19,6,23.39167776263784,1,3
user_6,2023-06-17,5,20.67780978572818,1,0
user_6,2023-06-05,5,17.650782386144748,0,0
user_6,2023-08-21,3,13.573337179680712,2,0
user_6,2023-08-26,4,13.739310800762048,0,1
user_6,2023-07-02,5,16.264074545435676,2,1
user_6,2023-08-08,4,7.937727689760894,0,1
user_6,2023-08-11,8,13.319327974375812,1,1
user_6,2023-06-14,7,30.131773565069345,1,1
user_6,2023-08-12,6,4.935224606875371,0,0
user_6,2023-06-01,6,20.71060348740612,0,0
user_6,2023-07-23,6,12.430821100723746,0,3
user_6,2023-07-19,3,24.637100159360713,1,0
user_6,2023-07-22,6,11.011809065694377,1,1
user_6,2023-06-24,1,18.557609053136215,2,0
user_6,2023-06-07,4,1.5176375380915101,1,0
user_6,2023-08-13,4,37.92666857482499,1,1
user_6,2023-06-04,5,11.135391936710612,2,0
user_6,2023-06-13,4,46.46914096751105,4,0
user_6,2023-06-11,3,32.900350413142924,1,0
user_6,2023-06-22,3,11.32115715275502,0,0
user_6,2023-08-31,4,5.762335679191127,0,1
user_6,2023-08-25,7,26.289823673200566,1,2
user_6,2023-08-05,3,6.002662452363932,1,0
user_6,2023-06-15,6,31.418078427309716,4,2
user_6,2023-08-03,1,18.069561101577932,1,1
user_6,2023-07-27,3,44.90840720327108,1,0
user_6,2023-08-27,6,25.7110953879857,1,0
user_6,2023-08-16,3,4.2529329486196055,0,2
user_6,2023-08-30,5,26.601510942880473,2,1
user_6,2023-08-18,5,19.247880336243675,0,1
user_6,2023-07-13,5,23.16472032892858,0,3
user_6,2023-06-02,7,13.212161140730876,2,1
user_6,2023-06-21,2,8.457899459890735,0,2
user_6,2023-08-15,11,8.881374924329092,1,3
user_6,2023-07-26,6,52.87957810792171,0,0
user_6,2023-06-18,1,44.68976556132337,3,1
user_6,2023-06-09,5,9.232805823251395,0,1
user_6,2023-07-07,4,44.40305386439624,0,1
user_6,2023-07-24,2,11.24595873701396,0,0
user_6,2023-06-28,7,17.76780059844136,0,1
user_6,2023-07-30,3,10.814731213527736,2,1
user_7,2023-07-01,9,3.067201200576884,0,1
user_7,2023-07-05,5,10.702041618981436,1,0
user_7,2023-08-21,3,6.758727852599064,2,2
user_7,2023-06-01,4,12.608677072107664,0,1
user_7,2023-07-03,1,37.34858284328287,2,1
user_7,2023-08-11,6,23.63386165993635,2,2
user_7,2023-06-03,11,8.307271832013715,0,3
user_7,2023-08-25,6,12.275089360477818,0,0
user_7,2023-06-07,2,5.7784106978535625,4,1
user_7,2023-08-17,5,19.07230219020637,2,0
user_7,2023-07-27,4,15.1516870425049,2,2
user_7,2023-06-10,5,1.8646171251663943,2,2
user_7,2023-08-03,4,31.616513970381757,3,0
user_7,2023-07-19,6,8.705368291210016,2,1
user_7,2023-08-28,15,6.9573638741349955,1,1
user_7,2023-07-08,3,4.075379790460864,1,0
user_7,2023-06-24,4,44.83221671707696,1,1
user_7,2023-07-29,2,44.04214072447977,1,1
user_7,2023-06-11,2,44.515976145968715,0,0
user_7,2023-06-26,2,31.358491228357074,1,1
user_7,2023-07-14,7,20.497114530830967,0,2
user_7,2023-07-10,5,39.00146881477501,2,1
user_7,2023-07-15,4,22.930985413404265,1,1
user_7,2023-06-04,2,47.50646528665236,1,1
user_7,2023-07-09,3,13.518621750863273,1,0
user_7,2023-07-30,4,11.923270187567013,2,2
user_8,2023-06-11,9,16.428912849525435,2,0
user_8,2023-08-25,5,10.520922445429568,1,0
user_8,2023-07-03,3,60.45154106681328,1,0
user_8,2023-08-04,7,28.22231649953551,0,0
user_8,2023-07-29,4,5.347871926334906,0,1
user_8,2023-06-21,3,25.49163603118284,1,0
user_8,2023-08-14,4,13.515067294189238,0,1
user_8,2023-07-24,3,28.353370810263986,1,1
user_8,2023-08-03,6,4.879245226997108,1,1
user_8,2023-07-04,3,31.50923486046866,1,0
user_8,2023-07-18,5,28.33349446066322,2,3
user_8,2023-06-30,4,6.395238051576273,1,3
user_8,2023-08-12,4,12.000979501431946,2,1
user_8,2023-07-01,3,14.750125669474897,0,3
user_8,2023-08-29,6,18.741655191635928,1,1
user_8,2023-07-10,8,18.131860374832623,1,0
user_8,2023-06-07,2,16.48203728733761,1,2
user_8,2023-08-20,8,15.042598325810296,1,0
user_8,2023-07-28,6,15.249220131669043,2,2
user_8,2023-07-12,4,14.171165429926251,0,3
user_8,2023-08-27,5,10.222735964995968,1,0
user_8,2023-08-30,2,9.417559568419955,1,2
user_8,2023-07-27,6,15.053179305676922,3,1
user_8,2023-06-02,0,35.57506725841476,1,1
user_8,2023-08-01,8,2.0557734208950267,0,2
user_8,2023-08-15,5,9.134403869211972,3,2
user_9,2023-07-20,7,19.51866765833876,0,1
user_9,2023-07-06,4,29.21841831428202,1,2
user_9,2023-07-15,10,23.189169222490786,2,2
user_9,2023-07-02,8,29.303311556781914,1,1
user_9,2023-06-13,3,32.73537359482887,2,0
user_9,2023-06-02,4,12.882335695291172,1,0
user_9,2023-07-13,6,34.90607475274309,1,1
user_9,2023-06-26,2,80.65417027181948,0,0
user_9,2023-06-28,4,17.515897199500873,0,2
user_9,2023-08-25,10,24.992207167127575,1,0
user_9,2023-08-01,3,1.828166879483514,1,0
user_9,2023-08-21,3,7.971725855451418,1,1
user_9,2023-08-16,7,13.573778052446851,0,0
user_9,2023-07-14,8,22.416812088965266,1,0
user_9,2023-07-23,6,14.501883091743528,0,0
user_9,2023-06-10,6,18.75304701403454,4,0
user_9,2023-06-04,3,2.430540338876628,0,2
user_9,2023-07-09,3,19.164732542538736,0,1
user_9,2023-07-07,2,30.98292820393567,1,0
user_9,2023-06-08,9,3.7616284958994535,2,1
user_9,2023-06-12,2,8.316489045686714,1,0
user_9,2023-06-16,7,27.756864633885108,2,1
user_9,2023-08-29,5,10.665953352554912,2,1
user_9,2023-07-16,8,37.44641375631862,0,0
user_9,2023-08-08,2,17.443931004399637,0,0
user_9,2023-07-29,2,6.3609736406331905,0,3
user_9,2023-07-03,2,9.212525460672103,1,0
user_9,2023-06-05,6,30.724152192758698,1,0
user_9,2023-06-06,4,11.339187801839586,2,2
user_9,2023-08-11,6,3.774318452246583,1,2
user_9,2023-08-18,5,7.54333759545646,1,3
user_9,2023-08-20,4,15.013161642076911,0,2
user_9,2023-08-02,6,12.304678901659194,0,1
user_9,2023-07-18,6,35.378547236324415,0,1
user_9,2023-07-31,6,10.043505141074034,1,2
user_9,2023-06-03,8,12.935536296700494,0,1
user_9,2023-08-05,6,22.700529884039625,1,0
user_9,2023-06-15,3,1.9455781494738513,1,0
user_9,2023-06-25,6,10.99224642399037,0,0
user_9,2023-06-23,5,38.19485163191439,1,2
user_9,2023-06-14,4,57.329197685339594,1,1
user_9,2023-08-22,9,15.630902752633443,1,0
user_9,2023-06-17,8,35.08781008701321,2,2
user_9,2023-08-27,2,10.837864346037803,0,1
user_9,2023-08-12,4,13.1050703873506,0,0
user_9,2023-07-01,6,13.117728228806754,2,3
user_9,2023-06-01,5,12.687402005835729,1,1
user_9,2023-07-04,6,10.291460370061765,0,1
user_9,2023-08-14,4,12.518121081197632,2,2
user_9,2023-07-11,0,12.499911113193619,0,2
user_9,2023-08-31,7,34.03160576171498,1,0
user_9,2023-08-28,6,5.84294354218816,1,1
user_9,2023-06-11,4,17.042907031542093,0,1
user_10,2023-06-28,6,33.109201177346684,2,1
user_10,2023-07-17,8,3.78632846193031,3,0
user_10,2023-06-04,2,20.4389747916799,1,0
user_10,2023-06-09,5,9.92194967162806,2,2
user_10,2023-07-07,10,39.41841228484528,0,0
user_10,2023-06-14,10,5.416769867660341,1,0
user_10,2023-06-21,3,47.67426191716501,2,2
user_10,2023-08-07,5,39.78111964996087,2,3
user_10,2023-08-25,10,1.4827026171155877,1,1
user_10,2023-08-21,6,19.038277352097538,0,1
user_10,2023-07-31,4,12.637080718972026,1,0
user_10,2023-08-11,9,16.517984380587546,2,2
user_10,2023-06-30,5,55.531853044278485,1,0
user_10,2023-06-19,5,23.57419297808489,1,2
user_10,2023-07-16,2,5.045761382710632,0,0
user_10,2023-07-24,3,9.779751211619095,1,0
user_10,2023-08-09,1,6.358157587953256,1,0
user_10,2023-06-24,5,27.827720499171477,0,3
user_10,2023-07-14,4,11.525887411663742,2,1
user_10,2023-06-18,5,6.769854463720759,1,0
user_10,2023-06-01,4,17.961387516693073,1,0
user_10,2023-06-29,5,14.796053862519116,1,1
user_10,2023-06-26,3,22.450536824573145,1,0
user_10,2023-08-27,4,7.445433001594015,1,1
user_10,2023-08-23,3,30.768261188749953,1,1
user_10,2023-07-08,3,13.684059684746073,0,0
user_10,2023-06-15,7,21.289756427441308,1,0
user_10,2023-07-29,7,18.54424646040869,1,1
user_10,2023-07-20,3,13.221294032481087,1,1
user_10,2023-08-24,3,18.40560030295694,2,0
user_10,2023-07-19,8,15.739909094349873,0,0
user_10,2023-07-03,6,28.56073282831997,0,2
user_10,2023-07-06,6,7.723460380979196,0,1
user_10,2023-06-27,6,14.31545530769778,0,0
user_10,2023-06-23,9,21.02016729850364,1,0
user_10,2023-07-18,3,7.648170718277763,2,0
user_10,2023-08-03,6,34.94614064738789,2,1
user_10,2023-06-17,2,34.32391459214236,3,1
user_10,2023-08-17,6,38.78427704280496,0,0
user_10,2023-07-21,6,27.18859359510057,1,0
user_10,2023-08-12,0,15.072091689215075,0,0
user_10,2023-06-25,6,17.724318166734076,1,1
user_10,2023-06-16,4,8.576665077351205,1,0
user_10,2023-08-10,6,18.659440652798995,3,2
user_10,2023-06-20,5,4.169536866070919,1,0
user_10,2023-07-02,4,13.524748857203138,0,1
user_10,2023-08-15,8,24.895793079639756,1,0
user_10,2023-06-06,4,32.43463487641978,2,0
user_10,2023-08-30,4,19.59254365960216,0,1
user_10,2023-08-31,6,50.93843349799245,0,0
user_10,2023-08-02,6,21.169415455182893,0,2
user_10,2023-08-18,5,11.220654945311939,2,1
user_10,2023-08-04,4,56.093852280181125,1,1
user_10,2023-07-01,3,30.397310378111374,1,1
user_10,2023-06-08,2,9.028403409971018,0,0
user_10,2023-08-22,2,13.709340167265818,0,1
user_10,2023-07-04,2,17.36747259753433,2,0
user_10,2023-08-26,7,32.61998287141009,1,1
user_10,2023-07-12,3,14.21478056918842,1,1
user_10,2023-06-10,5,10.12802164748566,0,1
user_10,2023-07-26,3,18.276185295384238,0,0
user_10,2023-08-13,2,7.778480064416149,3,1
user_10,2023-06-07,4,37.405469105236264,4,3
user_10,2023-08-01,3,38.45349371603384,1,0
user_10,2023-06-11,9,6.364183862802191,1,0
user_10,2023-06-05,7,22.613072914921656,0,0
user_10,2023-06-03,4,55.828166599477306,2,2
user_10,2023-07-05,2,9.541743634342497,3,2
user_11,2023-07-11,6,31.85459514741393,1,2
user_11,2023-08-05,4,2.70285371091083,1,3
user_11,2023-08-06,5,28.59127141913145,0,0
user_11,2023-08-18,4,3.568341270113934,4,2
user_11,2023-06-11,7,26.66329018558802,2,0
user_11,2023-07-17,4,41.24956988959536,0,0
user_11,2023-08-29,3,32.373115842505435,0,2
user_11,2023-06-04,4,14.947540914892683,0,0
user_11,2023-08-02,3,40.8380690731941,2,2
user_11,2023-07-20,6,27.65248481881273,0,0
user_11,2023-07-16,7,20.01047224247592,2,2
user_11,2023-06-06,3,1.6167331342298934,1,0
user_11,2023-06-26,7,4.981425909847391,1,0
user_11,2023-08-08,6,38.80980594112151,3,0
user_11,2023-08-17,4,31.377404594164734,1,0
user_11,2023-07-10,8,45.15731549518612,2,0
user_11,2023-06-19,5,4.642698850905602,1,3
user_11,2023-07-24,4,12.574181937255721,2,1
user_11,2023-08-20,5,16.59715955375875,1,2
user_11,2023-06-18,5,7.58725493973571,2,1
user_11,2023-06-30,4,9.419224619678289,1,2
user_11,2023-06-29,3,30.981582540770965,1,1
user_11,2023-08-22,6,6.869917719802717,1,1
user_11,2023-07-23,2,6.859102098416058,1,1
user_11,2023-08-07,4,11.704449338971488,0,1
user_11,2023-07-22,5,12.7791172711033,1,2
user_11,2023-06-16,0,16.282804620163812,2,2
user_11,2023-08-04,10,14.49896316237062,1,1
user_11,2023-06-10,3,47.490064171741146,2,1
user_11,2023-07-04,4,46.00574233258307,1,0
user_11,2023-08-27,4,3.636754093164355,3,1
user_11,2023-06-01,3,26.998720639819737,1,0
user_11,2023-07-27,5,20.13852114708034,0,0
user_11,2023-08-15,6,38.82207771406131,4,0
user_11,2023-07-31,5,23.390779871379493,1,1
user_12,2023-07-16,2,14.353021254074676,2,1
user_12,2023-06-07,3,19.602414249012995,1,0
user_12,2023-07-10,3,28.650693779912956,2,0
user_12,2023-07-14,5,1.9853950784693701,2,2
user_12,2023-06-20,2,16.393899463525592,1,0
user_12,2023-06-05,10,42.23439479944762,0,1
user_12,2023-08-05,6,5.42633530118863,3,0
user_12,2023-08-03,3,13.903304057108885,2,0
user_12,2023-08-29,2,14.902751285599692,1,1
user_12,2023-08-06,0,8.772283913452455,1,0
user_12,2023-06-27,4,9.501935336671195,3,1
user_12,2023-07-13,3,5.2819719076476845,1,1
user_12,2023-07-03,6,32.23473144544896,1,0
user_12,2023-06-29,7,9.834439244343201,3,1
user_12,2023-08-19,3,28.289657391576014,0,1
user_12,2023-07-30,3,30.039881497982993,0,1
user_12,2023-08-10,2,59.19494158627056,1,0
user_12,2023-07-09,4,36.58292875167387,0,1
user_12,2023-06-18,4,21.14540545138023,0,1
user_12,2023-06-24,7,26.71342404836919,0,2
user_12,2023-07-23,3,51.45558768387143,0,1
user_12,2023-07-29,6,8.818247589517537,2,1
user_12,2023-08-11,7,30.51013804317186,2,2
user_12,2023-06-03,3,15.328863169800705,1,0
user_12,2023-07-24,6,3.2827856432093663,1,2
user_12,2023-08-15,6,6.222082262420072,2,0
user_12,2023-07-18,4,18.301873051742092,1,1
user_12,2023-06-12,5,12.018699626080632,2,2
user_12,2023-06-06,3,8.778802427791447,2,1
user_12,2023-06-14,4,30.354170283378853,3,1
user_12,2023-06-11,2,22.35168166747283,1,0
user_12,2023-06-15,1,11.526619585725717,0,0
user_12,2023-08-28,3,5.3884474510894,0,0
user_12,2023-06-04,4,5.202493524987738,1,3
user_12,2023-06-10,4,24.36322425418265,0,1
user_12,2023-06-01,3,32.517771362934894,2,0
user_12,2023-07-07,2,9.371243115894668,2,1
user_12,2023-07-22,3,8.449061566171931,0,3
user_12,2023-07-15,2,25.696269018878848,2,1
user_13,2023-06-25,4,15.911924452690089,0,0
user_13,2023-07-11,4,39.92401909550402,1,0
user_13,2023-08-17,5,14.70124373205705,0,0
user_13,2023-06-10,2,19.63636430917259,0,2
user_13,2023-08-25,4,20.47365851737137,1,0
user_13,2023-07-25,7,3.4989050904529644,0,2
user_13,2023-08-23,2,34.89078045668882,1,0
user_13,2023-07-18,8,3.141754063381963,1,0
user_13,2023-06-05,6,6.521799451101512,2,4
user_13,2023-07-20,4,18.03094383221572,1,1
user_13,2023-07-19,4,1.0869247074082065,2,1
user_13,2023-06-29,3,18.493058827382736,0,1
user_13,2023-06-12,8,16.996541930287087,2,1
user_13,2023-07-17,6,27.1816142274764,1,0
user_13,2023-08-09,6,1.4579111622300047,1,1
user_13,2023-07-24,3,24.617822913725895,1,0
user_13,2023-06-20,6,20.943304430604137,0,1
user_13,2023-08-08,4,12.854828479119613,2,2
user_13,2023-06-06,9,12.891759674902357,1,0
user_13,2023-07-21,4,18.217445151766388,1,0
user_13,2023-07-23,2,29.6567405549711,1,1
user_13,2023-08-13,8,29.601302683789665,2,1
user_13,2023-08-24,3,17.31163587661326,1,2
user_13,2023-06-21,4,27.8413583530584,2,1
user_13,2023-08-27,5,17.38740981113147,2,0
user_13,2023-06-15,4,11.241895596605012,2,1
user_13,2023-07-04,4,17.615622345957856,0,0
user_13,2023-07-02,5,28.12934064748527,1,1
user_13,2023-07-26,6,8.638871328059789,0,1
user_13,2023-06-01,5,22.154781602213603,2,1
user_13,2023-07-06,6,35.06835257522729,1,0
user_13,2023-07-29,3,10.326755695671139,1,1
user_13,2023-06-14,4,8.546286673718855,0,1
user_13,2023-07-03,4,7.763451437319111,0,0
user_13,2023-07-01,3,18.58771273183175,1,1
user_13,2023-08-01,5,30.63975845791259,0,1
user_13,2023-08-15,7,40.07432849938861,2,0
user_13,2023-06-23,6,14.865836850454397,0,0
user_13,2023-06-18,2,33.659061177874,0,0
user_13,2023-08-16,2,67.21850228930214,1,0
user_13,2023-08-06,4,54.26860042261077,0,1
user_13,2023-08-18,5,23.44782473876297,0,2
user_13,2023-08-03,4,29.087591308414144,1,1
user_13,2023-06-07,2,29.11827033163794,0,1
user_13,2023-08-21,4,5.993857470494025,2,3
user_13,2023-07-22,4,1.2751811789107326,1,1
user_13,2023-08-30,6,11.992943616290754,2,1
user_13,2023-06-03,3,70.54317012041435,0,0
